Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
i like winter,"Sleds and snowman and singing Christmas carols - the joys of wintertime are celebrated in this eBook edition of the 1950 classic by award winner Lois Lenski. Rhyming text and simple illustrations make this festive time of year, from Christmas to Valentine’s Day, come alive no matter what the season.",['Lois Lenski'],http://books.google.com/books/content?id=5zbxAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=5zbxAgAAQBAJ&printsec=frontcover&dq=i+like+winter&hl=&cd=1&source=gbs_api,StarWalk Kids Media,2013-12-01,https://play.google.com/store/books/details?id=5zbxAgAAQBAJ&source=gbs_api,['Juvenile Fiction'],3.0
I Love Bugs!,"Some bugs hop. Some bugs make honey. Some bugs light up the sky! Come explore the amazing world of bugs! The friendly bugs that crawl all over these pages include hungry caterpillars, busy ants, and graceful dragonflies. Which one is your favorite?",['Philemon Sturges'],http://books.google.com/books/content?id=e7YLSI7SvCUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=e7YLSI7SvCUC&printsec=frontcover&dq=I+Love+Bugs!&hl=&cd=1&source=gbs_api,Harper Collins,2005-04-12,http://books.google.com/books?id=e7YLSI7SvCUC&dq=I+Love+Bugs!&hl=&source=gbs_api,['Juvenile Fiction'],3.0
I Love Colors (Look Baby Books),This book shows off a rainbow of baby's favorite things--from a sunny orange flower to purple sunglasses. Learning about colors has never been so much fun! This new mini-edition of the original best-selling board book is perfect for little hands!,['Margaret Miller'],http://books.google.com/books/content?id=IhIrOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=IhIrOAAACAAJ&dq=I+Love+Colors+(Look+Baby+Books)&hl=&cd=1&source=gbs_api,Little Simon,2009-05-05,http://books.google.com/books?id=IhIrOAAACAAJ&dq=I+Love+Colors+(Look+Baby+Books)&hl=&source=gbs_api,['Juvenile Fiction'],1.0
I MARRIED ADVENTURE.,"This classic, bestselling memoir tells of the often heart-stopping adventures of early 20th-century explorers and photographers Osa and Martin Johnson - now in a new edition featuring additional photos and personal letters from the Johnsons to friends and family. Osa Johnson's memoir details her adventures alongside her husband Martin, an explorer and pioneering photographer. These two kids from Kansas sailed to Borneo, Kenya, and the Congo in the early part of the 20th century, where, with Martin holding the camera and Osa wielding the gun, they documented the indigenous people and wildlife they encountered in groundbreaking films such as ""Among the Cannibals of the South Pacific"" (1918) and ""Simba"" (1928). Osa's engaging and exciting text is complemented by scores of the dramatic black-and-white photos that made the couple famous. After Martin's death in 1937, Osa continued their work alone, I Married Adventure was first published in 1940 and became the bestselling nonfiction book of that year.",['Osa Johnson'],http://books.google.com/books/content?id=dZ5NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dZ5NEAAAQBAJ&dq=I+MARRIED+ADVENTURE.&hl=&cd=1&source=gbs_api,Vertical Inc,2019-02-12,http://books.google.com/books?id=dZ5NEAAAQBAJ&dq=I+MARRIED+ADVENTURE.&hl=&source=gbs_api,['Travel'],
I married adventure: The lives and adventures of Martin and Osa Johnson,"A CLASSIC MEMOIR OF TWO PIONEERING ADVENTURERS Before Joy Adamson went to Africa, before Margaret Mead sailed to Samoa, before Dian Fossey was even born, a Kansas teenager named Osa Leighty married Martin Johnson, a pioneering photographer just back from a ‘round-the-world cruise with Jack London. Together the Johnsons flew and sailed to Borneo, to Kenya, and to the Congo, filming Simba and other popular nature movies with Martin behind the camera and Osa holding her rifle at the ready in case the scene’s big game star should turn hostile. This bestselling memoir retraces their careers in rich detail, with precisely observed descriptions and often heart-stopping anecdotes. Illustrated with scores of the dramatic photos that made the Johnsons famous, it’s a book sure to delight every lover of true adventure.",['Osa Johnson'],http://books.google.com/books/content?id=K967DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=K967DwAAQBAJ&printsec=frontcover&dq=I+married+adventure:+The+lives+and+adventures+of+Martin+and+Osa+Johnson&hl=&cd=1&source=gbs_api,Vertical Inc,2020-01-14,https://play.google.com/store/books/details?id=K967DwAAQBAJ&source=gbs_api,['Travel'],6.0
I Rose Like a Rocket : The Political Education of Theodore Roosevelt,"""""Albany Times Union"" reporter Grondahl does an outstanding job of documenting Theodore Roosevelt's evolution from brash young political reformer to shrewd and pragmatic political operator, always with his eye on various idealistic prizes.""--""Publishers Weekly.""",['Paul Grondahl'],http://books.google.com/books/content?id=_tl0Ri1fIPsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_tl0Ri1fIPsC&printsec=frontcover&dq=I+Rose+Like+a+Rocket+:+The+Political+Education+of+Theodore+Roosevelt&hl=&cd=1&source=gbs_api,U of Nebraska Press,2007-05-01,http://books.google.com/books?id=_tl0Ri1fIPsC&dq=I+Rose+Like+a+Rocket+:+The+Political+Education+of+Theodore+Roosevelt&hl=&source=gbs_api,['Biography & Autobiography'],
I Sing The Body Electric,,['Ray Bradbury'],http://books.google.com/books/content?id=RURaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RURaAAAAMAAJ&q=I+Sing+The+Body+Electric&dq=I+Sing+The+Body+Electric&hl=&cd=1&source=gbs_api,Bantam,1971,http://books.google.com/books?id=RURaAAAAMAAJ&dq=I+Sing+The+Body+Electric&hl=&source=gbs_api,['Manners and customs'],10.0
I Try To Behave Myself,,['Peg Bracken'],http://books.google.com/books/content?id=0jNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0jNaAAAAYAAJ&q=I+Try+To+Behave+Myself&dq=I+Try+To+Behave+Myself&hl=&cd=1&source=gbs_api,,1964,http://books.google.com/books?id=0jNaAAAAYAAJ&dq=I+Try+To+Behave+Myself&hl=&source=gbs_api,['Etiquette'],
I try to behave myself;: Peg Bracken's etiquette book,,['Peg Bracken'],http://books.google.com/books/content?id=0jNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=0jNaAAAAYAAJ&q=I+try+to+behave+myself%3B:+Peg+Bracken%27s+etiquette+book&dq=I+try+to+behave+myself%3B:+Peg+Bracken%27s+etiquette+book&hl=&cd=1&source=gbs_api,,1964,http://books.google.com/books?id=0jNaAAAAYAAJ&dq=I+try+to+behave+myself%3B:+Peg+Bracken%27s+etiquette+book&hl=&source=gbs_api,['Etiquette'],
I Wanna Iguana,Alex and his mother write notes back and forth in which Alex tries to persuade her to let him have a baby iguana for a pet.,['Karen Kaufman Orloff'],http://books.google.com/books/content?id=v-lvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=v-lvDwAAQBAJ&printsec=frontcover&dq=I+Wanna+Iguana&hl=&cd=1&source=gbs_api,G.P. Putnam's Sons Books for Young Readers,2004,http://books.google.com/books?id=v-lvDwAAQBAJ&dq=I+Wanna+Iguana&hl=&source=gbs_api,['Juvenile Fiction'],11.0
I Was a Teenage Fairy,"Maybe Mab was real. Maybe not. Maybe Mab was the fury. Maybe she was the courage. Maybe later on she was the sex . . . A tiny fairy winging her way through the jasmine-scented L.A. night. A little girl caught in a grown-up glitz-and-glitter world of superstars and supermodels. A too beautiful boy with a secret he can never share . . . From the author of Weetzie Bat comes a magical, mesmerizing tale of transformation. This is the story of Barbie Marks, who dreams of being the one behind the Cyclops eye of the camera, not the voiceless one in front of it; who longs to run away to New York City where she can be herself, not some barley flesh-and-blood version of the plastic doll she was named after. It is the story of Griffin Tyler, whose androgynous beauty hides the dark pain he holds inside. And finally it is the story of Mab, a pinkie-sized, magenta-haired, straight-talking fairy, who may or may not be real but who helps Barbie and Griffin uncover the strength beneath the pain, and who teaches that love—like a sparkling web of light spinning around our bodies and our souls—is what can heal even the deepest scars.",['Francesca Lia Block'],http://books.google.com/books/content?id=W5tvwUwntzUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=W5tvwUwntzUC&dq=I+Was+a+Teenage+Fairy&hl=&cd=1&source=gbs_api,Harper Collins,2009-03-17,http://books.google.nl/books?id=W5tvwUwntzUC&dq=I+Was+a+Teenage+Fairy&hl=&source=gbs_api,['Young Adult Fiction'],15.0
"I Wasn't Ready to Say Goodbye: Surviving, Coping and Healing After the Death of a Loved One","Now updated, this classic guide to mourning the sudden death of a loved one contains advice on coping with difficult emotions, making sense of the world after a loss, where to find support, and much more.","['Brook Noel', 'Pamela D. Blair']",http://books.google.com/books/content?id=DuQWnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=DuQWnwEACAAJ&dq=I+Wasn%27t+Ready+to+Say+Goodbye:+Surviving,+Coping+and+Healing+After+the+Death+of+a+Loved+One&hl=&cd=1&source=gbs_api",Sourcebooks Incorporated,2008,"http://books.google.com/books?id=DuQWnwEACAAJ&dq=I+Wasn%27t+Ready+to+Say+Goodbye:+Surviving,+Coping+and+Healing+After+the+Death+of+a+Loved+One&hl=&source=gbs_api",['Family & Relationships'],3.0
I Will Fear No Evil,"The brilliantly shocking story of the ultimate transplant from New York Times bestselling author Robert A. Heinlein. As startling and provocative as his famous Stranger in a Strange Land, here is Heinlein's awesome masterpiece about a man supremely talented, immensely old and obscenely wealthy who discovers that money can buy everything. Even a new life in the body of a beautiful young woman.",['Robert A. Heinlein'],http://books.google.com/books/content?id=VmlBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=VmlBEAAAQBAJ&printsec=frontcover&dq=I+Will+Fear+No+Evil&hl=&cd=1&source=gbs_api,Penguin,2021-10-05,http://books.google.com/books?id=VmlBEAAAQBAJ&dq=I+Will+Fear+No+Evil&hl=&source=gbs_api,['Fiction'],17.0
"I, Claudius (Armed Services edition)",,['Robert Graves'],,"http://books.google.com/books?id=YSkjtQEACAAJ&dq=I,+Claudius+(Armed+Services+edition)&hl=&cd=1&source=gbs_api",,1943,"http://books.google.com/books?id=YSkjtQEACAAJ&dq=I,+Claudius+(Armed+Services+edition)&hl=&source=gbs_api",,52.0
"I, ROBOT",Earth is ruled by master-machines but the Three Laws of Robotics have been designed to ensure humans maintain the upper hand: 1) A robot may not injure a human being or allow a human being to come to harm 2) A robot must obey orders given to it by human beings except where such orders would conflict with the First Law. 3) A robot must protect its own existence as long as such protection does not conflict with the First or Second Law. But what happens when a rogue robot's idea of what is good for society contravenes the Three Laws?,['Isaac Asimov'],http://books.google.com/books/content?id=QmoGtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=QmoGtAEACAAJ&dq=I,+ROBOT&hl=&cd=1&source=gbs_api",Voyager,2018-05,"http://books.google.com/books?id=QmoGtAEACAAJ&dq=I,+ROBOT&hl=&source=gbs_api",['Robots'],
